link,fileName,title,category
https://vnexpress.net/nam-nguoc-dong-hut-von-ngoai-cua-bat-dong-san-viet-nam-4828848.html,dji-0714-1734422147-6880-1734423337.jpg,Năm ngược dòng hút vốn ngoại của bất động sản Việt Nam,Bất động sản
https://vnexpress.net/quy-vinif-cong-bo-chuong-trinh-tai-tro-khoa-hoc-cong-nghe-2024-4830231.html,a-nh-1-1734691506-1734691594-4590-1734691787.jpg,Quỹ VinIF công bố chương trình tài trợ khoa học công nghệ 2024,Khoa học
https://vnexpress.net/thanh-cong-cua-vinif-la-dong-luc-de-doanh-nghiep-tai-tro-cho-nha-khoa-hoc-4830248.html,tt-bui-the-duy-jpg-1734700233-7626-6333-1734700466.jpg,Thành công của VinIF là động lực để doanh nghiệp tài trợ cho nhà khoa học',Khoa học
https://vnexpress.net/nhom-nguoi-nao-de-bi-thoi-mien-4830273.html,download(1).jpg,Nhóm người nào dễ bị thôi miên?,Khoa học
https://vnexpress.net/tuong-dat-nung-hinh-vo-tuong-trong-mo-tan-thuy-hoang-4829907.html,VNE-Rare-1734669923-1544-1734669973.jpg,Tượng đất nung hình võ tướng trong mộ Tần Thủy Hoàng,Khoa học
https://vnexpress.net/hon-3-000-ty-lit-nuoc-tran-ra-tu-ho-song-bang-4830236.html,Ho-song-bang-set-1734693122-3130-1734693554.jpg,Hơn 3.000 tỷ lít nước tràn ra từ hồ sông băng,Khoa học
https://vnexpress.net/ke-hoach-hon-100-ty-usd-bao-ve-tokyo-an-toan-4829908.html,VNE-Tokyo-1734744304-8425-1734744352.jpg,Kế hoạch hơn 100 tỷ USD bảo vệ Tokyo an toàn,Khoa học
https://vnexpress.net/10-cap-uyen-uong-mac-dep-nhat-the-gioi-2024-4829228.html,ama-1734495191.jpg,10 cặp uyên ương mặc đẹp nhất thế giới 2024,Giải trí
https://vnexpress.net/alec-baldwin-toi-no-vo-moi-dieu-4829581.html,310061273-2895571824078341-634-2062-9706-1734580952.jpg,Alec Baldwin: 'Tôi nợ vợ mọi điều',Giải trí
https://vnexpress.net/thao-trang-toi-muon-tim-nguoi-bo-tot-cho-con-4825654.html,thao-trang-1-7347-1733886326.jpg,Thảo Trang: 'Tôi muốn tìm người bố tốt cho con',Giải trí
https://vnexpress.net/truyen-thieu-nhi-kinh-dien-chile-duoc-dich-sang-tieng-viet-4830184.html,4f94bf654676fb28a267-173468439-3979-2474-1734749857.jpg,Truyện thiếu nhi kinh điển Chile được dịch sang tiếng Việt,Giải trí
https://vnexpress.net/3-dien-vien-gen-z-trong-kinh-van-hoa-ban-moi-4830035.html,kinh-van-hoa-ban-dien-anh-1-1734667389.jpg,3 diễn viên gen Z trong 'Kính vạn hoa' bản mới,Giải trí
https://vnexpress.net/canh-dai-chien-tren-tau-dien-cua-chan-tu-dan-duoc-khen-4830359.html,dan-1734751943-1306-1734752157.jpg,Cảnh đại chiến trên tàu điện của Chân Tử Đan được khen,Giải trí
https://vnexpress.net/ty-phu-thohir-khong-bat-ngo-neu-indonesia-bi-loai-4830297.html,erick-thohir-1734725091-173472-5065-1119-1734725173.jpg,Tỷ phú Thohir không bất ngờ nếu Indonesia bị loại,Thể thao
https://vnexpress.net/4-cau-thu-tan-cong-dang-ngai-cua-myanmar-4830227.html,Myanmar-tap-luyen-san-Viet-Tri-Asean-cup-2024-1-1734702108.jpg,4 cầu thủ tấn công đáng ngại của Myanmar,Thể thao
https://vnexpress.net/cnn-xuan-son-co-the-giup-indonesia-vao-ban-ket-4830292.html,nguye-n-xua-n-son-jpeg-1734720-2003-9808-1734720283.jpg,CNN: 'Xuân Son có thể giúp Indonesia vào bán kết',Thể thao
https://vnexpress.net/nhung-gi-da-xay-ra-trong-40-ngay-cua-amorim-tai-man-utd-4830072.html,New-Project-2024-12-20T104732-1734669817.jpg,Những gì đã xảy ra trong 40 ngày của Amorim tại Man Utd?,Thể thao
https://vnexpress.net/viet-nam-myanmar-cho-xuan-son-bung-no-4830349.html,nguye-n-xua-n-son-jpeg-1734720-2003-9808-1734720283.jpg,Việt Nam – Myanmar: Chờ Xuân Son bùng nổ,Thể thao
https://vnexpress.net/bayern-thang-hoanh-trang-truoc-ky-nghi-giua-mua-bundesliga-4830302.html,bayern-JPG-5959-1734736406.jpg,Bayern thắng hoành tráng trước kỳ nghỉ giữa mùa Bundesliga,Thể thao
https://vnexpress.net/mr-hunter-le-khac-ngo-bi-truy-na-quoc-te-4830265.html,do-ng-ho-1734701204-6349-1734701349.jpg,Mr Hunter' Lê Khắc Ngọ bị truy nã quốc tế,Pháp luật
https://vnexpress.net/bi-khoi-to-vi-dung-xe-non-oi-khien-nguoi-khac-va-vao-4830268.html,thuc-nghiem-hien-truong-173470-4208-5962-1734704623.jpg,Bị khởi tố vì dừng xe nôn ói khiến người khác va vào,Pháp luật
https://vnexpress.net/du-hoc-nhung-truong-doi-lich-tuu-truong-co-duoc-hoan-nhap-ngu-4829005.html,download(2).jpg,"Du học nhưng trường dời lịch tựu trường, có được hoãn nhập ngũ?",Pháp luật
https://vnexpress.net/an-mang-sau-chau-nhau-keo-dai-nua-ngay-4830209.html,bi-cao-Thinh-1734686899-8842-1734687155.jpg,Án mạng sau chầu nhậu kéo dài nửa ngày,Pháp luật
https://vnexpress.net/nhom-chat-hiep-dam-tren-telegram-co-70-000-thanh-vien-bi-phat-hien-4830193.html,A-nh-ma-n-hi-nh-2024-12-20-lu-6212-9802-1734687417.jpg,Nhóm chat hiếp dâm' trên Telegram có 70.000 thành viên bị phát hiện,Pháp luật
https://vnexpress.net/chieu-can-thiep-csgt-de-bao-ke-hang-chuc-xe-tai-cua-cuu-phong-vien-4830131.html,bi-cao-Cuong-1734682674-7929-1734689968.jpg,Chiêu can thiệp CSGT để 'bảo kê' hàng chục xe tải của cựu phóng viên,Pháp luật
https://vnexpress.net/truong-trung-hoc-duoc-phep-xay-cao-5-tang-4829853.html,z5798632003732-7124edc31c1ad8e-4817-4938-1734617162.jpg,Trường trung học được phép xây cao 5 tầng,Giáo dục
https://vnexpress.net/cau-be-lop-7-gianh-diem-tuyet-doi-hai-ky-nang-ielts-4829867.html,img-2031-jpg-1734656847-173465-3213-8293-1734657187.jpg,Cậu bé lớp 7 giành điểm tuyệt đối hai kỹ năng IELTS,Giáo dục
https://vnexpress.net/australia-doi-chinh-sach-cap-visa-cho-du-hoc-sinh-4830023.html,b707093b-078a-4c84-96fd-ab4159-9271-8718-1734666859.jpg,Australia đổi chính sách cấp visa cho du học sinh,Giáo dục
https://vnexpress.net/loai-sau-rieng-nao-dat-nhat-viet-nam-4830176.html,download(14).jpg,Loại sầu riêng nào đắt nhất Việt Nam?,Giáo dục
https://vnexpress.net/sinh-vien-dai-hoc-hang-dau-bi-siet-dung-ai-tao-sinh-4830016.html,602decf0a31024adbdb4ea4e-jpeg-3734-1149-1734666279.jpg,Sinh viên đại học hàng đầu bị siết dùng AI tạo sinh,Giáo dục
https://vnexpress.net/mo-rong-day-chuong-trinh-tich-hop-nuoc-ngoai-o-viet-nam-4829942.html,674d5f204cfc0-1734751396-2141-1734751449.jpg,Mở rộng dạy chương trình tích hợp nước ngoài ở Việt Nam,Giáo dục
https://vnexpress.net/co-nen-an-thit-bo-tai-4829929.html,buoc-1-1-4345-1672385713-17346-8131-5973-1734681485.jpg,Có nên ăn thịt bò tái?,Sức khỏe
https://vnexpress.net/dieu-uoc-gui-ong-gia-noel-cua-em-be-mac-benh-hiem-4830289.html,1-jpeg-4220-1734717895.jpg,Điều ước gửi ông già Noel của em bé mắc bệnh hiếm,Sức khỏe
https://vnexpress.net/dau-hieu-canh-bao-som-dot-quy-4830053.html,download(15).jpg,Dấu hiệu cảnh báo sớm đột quỵ,Sức khỏe
https://vnexpress.net/an-gi-giam-nguy-co-ung-thu-4830371.html,7.jpg,Ăn gì giảm nguy cơ ung thư?,Sức khỏe
https://vnexpress.net/loai-thuc-pham-gia-re-dung-dau-danh-sach-dinh-duong-my-4830293.html,6.jpg,Loại thực phẩm giá rẻ đứng đầu danh sách dinh dưỡng Mỹ,Sức khỏe
https://vnexpress.net/roi-loan-giac-ngu-benh-pho-bien-cua-cuoc-song-hien-dai-4830124.html,5.jpg,Rối loạn giấc ngủ - bệnh phổ biến của cuộc sống hiện đại,Sức khỏe
https://vnexpress.net/chim-cau-ham-hat-sen-com-4830147.html,4.jpg,"Chim câu hầm hạt sen, cốm",Đời sống
https://vnexpress.net/grab-tung-uu-dai-ket-noi-nguoi-dan-voi-tuyen-metro-so-1-4830367.html,3.jpg,Grab tung ưu đãi kết nối người dân với tuyến Metro số 1,Đời sống
https://vnexpress.net/trang-tri-nha-nhu-cung-dien-don-giang-sinh-4829909.html,2.jpg,Trang trí nhà như 'cung điện' đón Giáng sinh,Đời sống
https://vnexpress.net/nu-doanh-nhan-my-tim-cach-song-den-150-tuoi-4830046.html,1.jpg,Nữ doanh nhân Mỹ tìm cách sống đến 150 tuổi,Đời sống
https://vnexpress.net/bay-9-000-km-moi-lan-len-giang-duong-4830347.html,anh-dai-dien1-1-1734749263-8888-1734749767.jpg,Bay 9.000 km mỗi lần lên giảng đường,Đời sống
https://vnexpress.net/3-dieu-nen-va-khong-nen-sau-chia-tay-trong-thoi-ky-mang-xa-hoi-4830266.html,hero-image-1734744061-6019-1734744612.jpg,3 điều nên và không nên sau chia tay trong thời kỳ mạng xã hội,Đời sống
https://vnexpress.net/trai-nghiem-nho-doi-khi-ngu-tren-giuong-bang-4830013.html,download-17-1734667025-2551-1734667087.jpg,Trải nghiệm nhớ đời khi ngủ trên giường băng,Du lịch
https://vnexpress.net/cach-nguoi-dan-khap-the-gioi-an-mung-dong-chi-4829946.html,2-4971-1734673483.jpg,Cách người dân khắp thế giới ăn mừng đông chí,Du lịch
https://vnexpress.net/da-nang-to-chuc-le-hoi-giang-sinh-keo-dai-20-ngay-4830309.html,1f715ffa86e33bbd62f2-173474019-5486-8218-1734741010.jpg,Đà Nẵng tổ chức lễ hội Giáng sinh kéo dài 20 ngày,Du lịch
https://vnexpress.net/an-choi-o-phu-tho-ket-hop-xem-viet-nam-thi-dau-asean-cup-4829818.html,11.jpg,Ăn chơi ở Phú Thọ kết hợp xem Việt Nam thi đấu ASEAN Cup,Du lịch
https://vnexpress.net/5-khu-truot-tuyet-xuyen-bien-gioi-o-chau-au-4829322.html,10.jpg,5 khu trượt tuyết xuyên biên giới ở châu Âu,Du lịch
https://vnexpress.net/phan-mem-mobisafe-ngan-chan-lua-dao-tren-mang-4830233.html,9.jpg,Trekking 'nóc nhà' Mù Cang Chải mùa đông,Du lịch
https://vnexpress.net/phan-mem-mobisafe-ngan-chan-lua-dao-tren-mang-4830233.html,8.jpg,Phần mềm MobiSafe ngăn chặn lừa đảo trên mạng,Số hóa
https://vnexpress.net/nhung-yeu-to-tao-gia-tri-cho-he-sinh-thai-gia-dung-aqua-4830461.html,Aqua111-1734765160-5432-1734765361.jpg,Những yếu tố tạo giá trị cho hệ sinh thái gia dụng Aqua,Số hóa
https://vnexpress.net/australia-co-the-cam-tre-dung-mang-xa-hoi-ra-sao-4827923.html,unnamed-1734189457-9543-1734190182.jpg,Australia có thể cấm trẻ dùng mạng xã hội ra sao?,Số hóa
https://vnexpress.net/ai-dang-len-loi-vao-cong-viec-the-nao-4829453.html,2023-07-20T093420Z-1689845834-8475-3162-1734579331.jpg,AI đang 'len lỏi' vào công việc thế nào,Số hóa
https://vnexpress.net/ong-chu-chatgpt-goi-elon-musk-la-ke-bat-nat-4830453.html,sam-altman-elon-musk-173476403-4290-6488-1734764086.jpg,Ông chủ ChatGPT gọi Elon Musk là 'kẻ bắt nạt',Số hóa
https://vnexpress.net/cong-ty-chatgpt-tien-buoc-dai-den-sieu-tri-tue-agi-4830351.html,o3-1734749921-8786-1734750062.jpg,Công ty ChatGPT tiến bước dài đến siêu trí tuệ AGI,Số hóa
https://vnexpress.net/kia-syros-tan-binh-gam-cao-co-nho-nhieu-tinh-nang-4829963.html,Kia-Syros-2025-1-4772-17346681-9718-5667-1734668536.jpg,Kia Syros - tân binh gầm cao cỡ nhỏ nhiều tính năng,Xe
https://vnexpress.net/lap-phu-tung-chinh-hang-van-truot-dang-kiem-4829731.html,truot-dang-kiem-vnexpress-1734-5593-7260-1734660586.jpg,Lắp phụ tùng chính hãng vẫn trượt đăng kiểm,Xe
https://vnexpress.net/vinfast-energy-va-marubeni-khanh-thanh-du-an-pin-luu-tru-4830405.html,1-7175-1734753568.png,VinFast Energy và Marubeni khánh thành dự án pin lưu trữ,Xe
https://vnexpress.net/ceo-hang-xe-trung-quoc-nhieu-cong-ty-khong-the-ton-tai-10-nam-toi-4830028.html,Xpeng-G6-1734678278-4101-1734678392.jpg,CEO hãng xe Trung Quốc: Nhiều công ty không thể tồn tại 10 năm tới,Xe
https://vnexpress.net/nhung-sai-lam-khi-dat-tay-tren-vo-lang-4829987.html,download(3).jpg,Những sai lầm khi đặt tay trên vô-lăng,Xe
https://vnexpress.net/ba-xe-lao-vao-nhau-tai-nga-tu-9-nguoi-thuong-vong-4830443.html,download(4).jpg,"Ba xe lao vào nhau tại ngã tư, 9 người thương vong",Xe
https://vnexpress.net/chuyen-du-lich-thai-lan-7-trieu-dong-dang-gia-hon-di-trong-nuoc-4830182.html,download(5).jpg,Chuyến du lịch Thái Lan 7 triệu đồng đáng giá hơn đi trong nước,Ý kiến
https://vnexpress.net/anh-tho-sat-uom-thu-lam-cau-thang-vi-quen-dinh-ly-pytago-4830181.html,download(6).jpg,Anh thợ sắt 'ướm thử' làm cầu thang vì quên định lý Pytago,Ý kiến
https://vnexpress.net/bo-ung-thu-giai-doan-cuoi-nhan-toi-qua-nhat-dung-ve-4830201.html,1-7175-1734753568.png,Bố ung thư giai đoạn cuối nhắn tôi qua Nhật đừng về,Ý kiến
https://vnexpress.net/10-nam-o-ngoai-thanh-di-lam-40-km-de-cho-doi-metro-4830136.html,dc8dedc9-9339-4f4b-8256-167cf1-6675-4070-1734680869.jpg,"10 năm ở ngoại thành, đi làm 40 km để chờ đợi metro",Ý kiến
https://vnexpress.net/dieu-thuoc-la-mat-mat-truoc-nu-khach-tay-4830342.html,download(7).jpg,Điếu thuốc lá đáng xấu hổ trước mặt nữ khách Tây,Ý kiến
https://vnexpress.net/nha-chong-khich-bac-vi-toi-khong-chiu-ve-noi-an-tet-4830450.html,images.jpg,Nhà chồng khích bác vì tôi không chịu về nội ăn Tết,Ý kiến
https://vnexpress.net/danh-mat-vo-con-vi-luon-nghi-minh-to-nhat-nha-4827139.html,download(8).jpg,Đánh mất vợ con vì luôn nghĩ mình 'to nhất nhà',Tâm sự
https://vnexpress.net/hanh-phuc-mim-cuoi-sau-ba-nam-yeu-online-4716973.html,download(9).jpg,Hạnh phúc mỉm cười sau ba năm yêu online,Tâm sự
https://vnexpress.net/chong-mac-benh-xa-hoi-van-tiep-tuc-tim-den-gai-goi-4828482.html,download(10).jpg,Chồng mắc bệnh xã hội vẫn tiếp tục tìm đến gái gọi,Tâm sự
https://vnexpress.net/chong-bat-toi-bo-thai-nhung-muon-bo-sinh-con-cho-anh-4830185.html,download(11).jpg,Chồng bắt tôi bỏ thai nhưng muốn bồ sinh con cho anh,Tâm sự
https://vnexpress.net/moi-lan-doi-400-trieu-dong-chi-gai-lai-bao-tu-tu-tra-4830186.html,download(12).jpg,"Mỗi lần đòi 400 triệu đồng, chị gái lại bảo: 'Từ từ trả'",Tâm sự
https://vnexpress.net/muon-thu-cam-giac-la-nguoi-tinh-cua-sep-4828656.html,download(13).jpg,Muốn thử cảm giác là 'người tình của sếp',Tâm sự
