link,fileName,title,description,category
https://video.vnexpress.net/ong-trump-chien-su-nga-ukraine-phai-cham-dut-4816585.html,Ông Trump- Chiến sự Nga - Ukraine phải chấm dứt.mp3,Ông Trump: Chiến sự Nga - Ukraine phải chấm dứt,"Ông Donald Trump nhấn mạnh thông điệp cuộc chiến giữa Nga và Ukraine phải dừng lại, chấm dứt những giết chóc ""dù là quân nhân hay dân thường""",Thế giới
https://video.vnexpress.net/ong-biden-de-cao-quan-he-viet-my-trong-phat-bieu-chia-tay-lhq-4796891.html,Ông Biden đề cao quan hệ Việt - Mỹ trong phát biểu chia tay LHQ.mp3,Ông Biden đề cao quan hệ Việt - Mỹ trong phát biểu chia tay LHQ,"Tổng thống Biden khẳng định việc Mỹ và Việt Nam là ""đối tác, bạn bè"" minh chứng cho khả năng hòa giải để tiến về phía trước, trong bài phát biểu cuối cùng ở Đại hội đồng LHQ.",Thế giới
https://video.vnexpress.net/thap-dien-mat-troi-lon-nhat-trung-quoc-ket-noi-luoi-dien-4822602.html,Tháp điện mặt trời lớn nhất Trung Quốc kết nối lưới điện.mp3,Tháp điện mặt trời lớn nhất Trung Quốc kết nối lưới điện,Trang trại mặt trời Năng lượng mới Aksai Huidong ở Cam Túc sẽ bao gồm 110 MW nhiệt điện mặt trời và 640 MW quang điện.,Khoa học
https://video.vnexpress.net/du-an-dien-gio-cao-nhat-the-gioi-4799585.html,Dự án điện gió cao nhất thế giới.mp3,Dự án điện gió cao nhất thế giới,"Dự án điện gió Datang Basu có turbine cao nhất nằm ở độ cao 5.200 m, có công suất hàng năm là 223 triệu kWh, đủ để cung cấp cho 5.700 hộ gia đình.",Khoa học
https://video.vnexpress.net/mut-xop-giup-hut-vang-tu-rac-dien-tu-4723432.html,Mút xốp giúp hút vàng từ rác điện tử.mp3,Mút xốp giúp hút vàng từ rác điện tử,"Các nhà khoa học chế tạo loại mút xốp mới, giúp thu hồi 450 milligram vàng 22K từ 20 bo mạch chủ máy tính cũ",Khoa học
https://video.vnexpress.net/robot-cho-leo-bac-thang-de-don-rac-tren-nui-4807780.html,Robot chó leo bậc thang để dọn rác trên núi.mp3,Robot chó leo bậc thang để dọn rác trên núi,"Trong thử nghiệm, robot chó của công ty Unitree Robotics có thể leo dốc 45 độ, thay người dọn rác tại thắng cảnh núi Thái Sơn.",Khoa học
https://video.vnexpress.net/nguyen-xuan-son-an-don-khi-hoi-quan-tuyen-viet-nam-4824508.html,Nguyễn Xuân Son 'ăn đòn' khi hội quân tuyển Việt Nam.mp3,Nguyễn Xuân Son 'ăn đòn' khi hội quân tuyển Việt Nam,"Các đồng đội chào đón tiền đạo nhập tịch Nguyễn Xuân Son cùng Nguyễn Văn Toàn, Nguyễn Văn Vĩ theo cách đặc biệt, tối 5/12.",Thể thao
https://video.vnexpress.net/tre-em-tap-luyen-nhieu-tuan-chuan-bi-cho-kun-marathon-ha-long-4795255.html,Trẻ em tập luyện nhiều tuần chuẩn bị cho Kun Marathon Hạ Long.mp3,Trẻ em tập luyện nhiều tuần chuẩn bị cho Kun Marathon Hạ Long,"Các runner nhí chia sẻ tập chạy mỗi ngày, tích luỹ thể lực, háo hức chờ đến ngày đua Kun Marathon Hạ Long 21/9",Thể thao
https://video.vnexpress.net/90-phut-vo-oa-niem-vui-cua-cdv-viet-nam-4828190.html#vn_source=Detail_Video&vn_campaign=Box-InCategory&vn_medium=Item-6&vn_term=Desktop&vn_thumb=1&vn_aid=4795255,90 phút vỡ òa niềm vui của CĐV Việt Nam.mp3,90 phút vỡ òa niềm vui của CĐV Việt Nam,"CĐV nhảy múa, đốt lửa ăn mừng sau bàn thắng của Quang Hải, giúp Việt Nam đánh bại Indonesi tại vòng loại ASEAN Cup, tối 15/12 trên sân Việt Trì.",Thể thao
https://video.vnexpress.net/hang-nghin-runner-xep-hang-nhan-bib-vm-hai-phong-giua-troi-lanh-4827624.html#vn_source=Detail_Video&vn_campaign=Box-InCategory&vn_medium=Item-15&vn_term=Desktop&vn_thumb=1&vn_aid=4828190,Hàng nghìn runner xếp hàng nhận bib VM Hải Phòng giữa trời lạnh,Hàng nghìn runner xếp hàng nhận bib VM Hải Phòng giữa trời lạnh,"Từ chiều 13/12, Hải Phòng đón runner từ nhiều tỉnh thành đổ về để nhận Bib và trải nghiệm các hoạt động hấp dẫn trong cái lạnh 16 độ.",Thể thao
https://video.vnexpress.net/phat-am-ngay-thong-nhat-dat-nuoc-bang-tieng-anh-4599953.html,Phát âm 'ngày thống nhất đất nước' bằng tiếng Anh.mp3,Phát âm 'ngày thống nhất đất nước' bằng tiếng Anh,"Thầy Quang Nguyen, chuyên gia đào tạo nghe nói và phát âm tiếng Anh, hướng dẫn cách nói ""30 tháng 4 là ngày thống nhất đất nước"" bằng tiếng Anh",Giáo dục
https://video.vnexpress.net/thay-giao-my-thuat-ve-hai-tay-cung-luc-4351599.html,Thầy giáo Mỹ thuật vẽ hai tay cùng lúc.mp3,Thầy giáo Mỹ thuật vẽ hai tay cùng lúc,"Thầy Derek Elwell, giáo viên Mỹ thuật tại bang Tennessee, khiến học trò trầm trồ khi sử dụng hai cây bút để hoàn thành bức chân dung.",Giáo dục
https://video.vnexpress.net/thi-sinh-danh-gia-mon-hoa-sat-voi-de-tham-khao-4306379.html,Thí sinh đánh giá môn Hóa sát với đề tham khảo.mp3,Thí sinh đánh giá môn Hóa sát với đề tham khảo,"Khi đọc đề Hóa sáng 8/7, nhiều thí sinh thấy quen thuộc vì sát với đề tham khảo của Bộ Giáo dục và Đào tạo, đánh giá dễ lấy 7-8 điểm.",Giáo dục
https://video.vnexpress.net/nam-sinh-cao-nhat-the-gioi-4197080.html,Nam sinh cao nhất thế giới.mp3,Nam sinh cao nhất thế giới,"Ren Keyu, 14 tuổi, là thiếu niên cao nhất thế giới. Chiều cao 221,03 cm đem đến cho em nhiều niềm vui và cả rắc rối.",Giáo dục
https://video.vnexpress.net/khoanh-khac-oto-dam-dai-phan-cach-tren-vanh-dai-2-4813438.html,Khoảnh khắc ôtô đâm dải phân cách trên Vành đai 2.mp3,Khoảnh khắc ôtô đâm dải phân cách trên Vành đai 2,"Khoảng 14h40, ôtô 5 chỗ di chuyển từ cầu Vĩnh Tuy đi Ngã Tư Sở, bất ngờ lao vào dải phân cách trên Vành đai 2 khiến tài xế mắc kẹt bên trong, chiều 7/11",Xe
https://video.vnexpress.net/bi-mat-tren-tam-chan-nang-oto-nhieu-tai-xe-chua-biet-4712362.html,Bí mật' trên tấm chắn nắng ôtô nhiều tài xế chưa biết.mp3,Bí mật' trên tấm chắn nắng ôtô nhiều tài xế chưa biết,"Tấm chắn nắng có thể kéo dài để che khoảng hở trên kính, và được tích hợp khe đựng giấy tờ, thẻ để tăng sự tiện lợi cho chủ xe.",Xe
https://video.vnexpress.net/nguoi-di-xe-may-bi-tong-vang-vi-sang-duong-thieu-quan-sat-4670767.html,Người đi xe máy bị tông văng vì sang đường thiếu quan sát.mp3,Người đi xe máy bị tông văng vì sang đường thiếu quan sát,"Người phụ nữ mặc áo mưa, đi xe máy sang đường bị một xe khác đi ngược chiều tông trúng, trên tỉnh lộ 183, đoạn qua xã Vĩ Thượng.",Xe
https://video.vnexpress.net/cac-cach-giam-choi-khi-lai-xe-troi-nang-4583955.html,Các cách giảm chói khi lái xe trời nắng.mp3,Các cách giảm chói khi lái xe trời nắng,"Ngoài việc sử dụng kính râm hay dán phim cách nhiệt, chủ xe có thể dùng thêm các loại dung dịch lau táp-lô làm hạn chế hắt sáng lên kính.",Xe
https://video.vnexpress.net/5-meo-chon-va-dung-dieu-hoa-giup-giam-hoa-don-tien-dien-4760378.html#vn_source=Folder_Video_SoHoa&vn_campaign=Box-InCategory&vn_medium=Item-16&vn_term=Desktop&vn_thumb=1&vn_aid=1004228,5 mẹo chọn và dùng điều hòa giúp giảm hóa đơn tiền điện.mp3,5 mẹo chọn và dùng điều hòa giúp giảm hóa đơn tiền điện,"Sử dụng kết hợp quạt gió, để mức cài đặt nhiệt độ không quá thấp hay chọn công suất phù hợp sẽ giảm đáng kể chi phí điện năng điều hòa",Số hóa
https://video.vnexpress.net/tim-cook-toi-hao-hung-den-viet-nam-4734494.html,Tim Cook- 'Tôi hào hứng đến Việt Nam'.mp3,Tim Cook: 'Tôi hào hứng đến Việt Nam',"CEO Apple Tim Cook nói chào Việt Nam, thể hiện sự hứng khởi khi đi bộ bên bờ Hồ, bắt đầu những hoạt động chính thức trong chuyến thăm đầu tiên, sáng 15/4.",Số hóa
https://video.vnexpress.net/startup-trung-quoc-ra-ai-thach-thuc-sora-4740544.html,AI tạo video của Trung Quốc thách thức Sora.mp3,AI tạo video của Trung Quốc thách thức Sora,"Công ty Shengshu Technology và Đại học Thanh Hoa cùng phát triển AI Vidu chuyên tạo video từ văn bản, nhằm cạnh tranh với Sora của OpenAI.",Số hóa
https://video.vnexpress.net/mu-bao-hiem-kiem-loc-khong-khi-4506711.html,Mũ bảo hiểm kiêm lọc không khí.mp3,Mũ bảo hiểm kiêm lọc không khí,"Mũ bảo hiểm của Shellios Technolabs được khẳng định có thể lọc không khí, giúp người lái xe máy tận hưởng khí sạch khi đang di chuyển trên đường.",Số hóa
https://video.vnexpress.net/1-100-drone-ve-anh-sang-tren-troi-dem-tp-hcm-4756271.html,1.100 drone 'vẽ' ánh sáng trên trời đêm TP HCM.mp3,1.100 drone 'vẽ' ánh sáng trên trời đêm TP HCM,"Nhiều người dân đổ về khu vực công viên bến Bạch Đằng, quận 1, chiêm ngưỡng màn trình diễn 1.100 drone trong sự kiện bế mạc Lễ hội sông nước TP HCM 2024.",Du lịch
https://video.vnexpress.net/tin-tuc/du-lich/bieu-dien-flyboard-luot-van-tren-song-sai-gon-4638152.html,"Biểu diễn flyboard, lướt ván trên sông Sài Gòn.mp3","Biểu diễn flyboard, lướt ván trên sông Sài Gòn","Đua thuyền, lướt ván phản lực, diễu hành thuyền buồm, flyboard... là những hoạt động thể thao sôi nổi diễn ra trong lễ hội lần đầu tiên trên sông Sài Gòn.",Du lịch
https://video.vnexpress.net/tin-tuc/du-lich/khach-tay-bat-ngo-voi-khong-khi-giang-sinh-o-viet-nam-4552319.html,Khách Tây bất ngờ với không khí Giáng sinh ở Việt Nam.mp3,Khách Tây bất ngờ với không khí Giáng sinh ở Việt Nam,Du khách nước ngoài thấy không khí Giáng sinh tại Việt Nam nhộn nhịp và nhiều hoạt động vui chơi hơn các nước phương Tây.,Du lịch
https://video.vnexpress.net/sau-rieng-gia-8-trieu-dong-mot-kg-4473752.html,Sầu riêng giá 8 triệu đồng một kg.mp3,Sầu riêng giá 8 triệu đồng một kg,"Một cửa hàng trái cây bán sầu riêng đầu mùa giá mỗi kg 12.000 baht, gần 8 triệu đồng, gấp 80 lần loại bình thường.",Du lịch
https://video.vnexpress.net/nhung-loai-cay-giup-xua-muoi-duoi-chuot-3958216.html,Những loại cây giúp xua muỗi đuổi chuột.mp3,Những loại cây giúp xua muỗi đuổi chuột,"Húng lủi, hương thảo, cúc vạn thọ chứa nhiều tinh dầu và có mùi hương đặc trưng khiến chuột, muỗi, kiến... sợ nên tránh xa.",Sức khỏe
https://video.vnexpress.net/10-bien-the-hit-dat-thu-thach-phai-manh-3957274.html,10 biến thể hít đất thử thách phái mạnh.mp3,10 biến thể hít đất thử thách phái mạnh,"Thay vì hít đất theo kiểu truyền thống, bạn biến tấu thành chống đẩy kiểu kim cương, nâng mông, chống đầu... tác động lên các nhóm cơ.",Sức khỏe
https://video.vnexpress.net/ky-thuat-tha-noi-co-the-tren-mat-nuoc-3954365.html,Kỹ thuật thả nổi cơ thể trên mặt nước.mp3,Kỹ thuật thả nổi cơ thể trên mặt nước,"Theo huấn luyện viên bơi lội Văn Thông, để nổi trên mặt nước, bạn cần thả lỏng toàn bộ cơ thể, càng gồng sẽ càng mau chìm",Sức khỏe
https://video.vnexpress.net/ky-thuat-tho-truoc-khi-xuat-phat-o-duong-chay-marathon-3932987.html,Kỹ thuật thở trước khi xuất phát ở đường chạy marathon.mp3,Kỹ thuật thở trước khi xuất phát ở đường chạy marathon,"Trong lúc chờ xuất phát, bạn thở kiểu hình vuông hít vào 4 giây, giữ 4 giây, thở ra trong 4 giây, nghỉ 4 giây để cân bằng nhịp tim và nhịp thở.",Sức khỏe
https://video.vnexpress.net/dong-nghit-nguoi-don-giang-sinh-o-tp-hcm-ha-noi-4831663.html,"Đông nghịt người đón Giáng sinh ở TP HCM, Hà Nội.mp3","Đông nghịt người đón Giáng sinh ở TP HCM, Hà Nội","Người dân đổ về nhà thờ, xóm đạo, các khu phố trung tâm ở TP HCM và Hà Nội để vui chơi và đón Chúa Giáng sinh khiến nhiều tuyến phố ùn tắc kéo dài, tối 24/12.",Thời sự
https://video.vnexpress.net/dung-rao-chan-bat-thanh-thieu-nien-chay-xe-toc-do-cao-4831867.html#vn_source=Folder_Video_ThoiSu&vn_campaign=Box-InCategory&vn_medium=Item-2&vn_term=Desktop&vn_thumb=1&vn_aid=1003004,Dựng rào chặn bắt thanh thiếu niên chạy xe tốc độ cao.mp3,Dựng rào chặn bắt thanh thiếu niên chạy xe tốc độ cao,"Tổ công tác Y30-141H huyện Chương Mỹ dựng rào chắn trên mặt đường QL6, đoạn qua thị trấn Chúc Sơn, xử phạt hàng chục thanh thiếu niên chạy xe tốc độ cao, đánh võng, rạng sáng 25/12.",Thời sự
https://video.vnexpress.net/kho-chua-lop-xe-chay-ngun-ngut-trong-dem-4829886.html,Kho chứa lốp xe cháy ngùn ngụt trong đêm.mp3,Kho chứa lốp xe cháy ngùn ngụt trong đêm,"Khuya 19/12, kho chứa lốp xe rộng khoảng 200 m2 trên đường Nguyễn Cảnh Dị, quận Hoàng Mai bốc cháy, nhiều người ngủ ở lán trại bên cạnh kịp chạy thoát.",Thời sự
https://video.vnexpress.net/hang-tram-nguoi-dien-tap-ung-pho-hoa-chat-doc-tran-ra-moi-truong-4832298.html,Hàng trăm người diễn tập ứng phó hóa chất độc tràn ra môi trường.mp3,Hàng trăm người diễn tập ứng phó hóa chất độc tràn ra môi trường,"Hàng trăm người tham gia diễn tập tình huống giả định xe bồn chở methanol bị ôtô 16 chỗ đâm vào, khiến hóa chất độc tràn ra môi trường, nhiều nạn nhân ngất xỉu.",Thời sự
https://video.vnexpress.net/du-khach-ke-khoanh-khac-thoat-khoi-doan-sat-lo-deo-khanh-le-4828148.html,Du khách kể khoảnh khắc thoát khỏi đoạn sạt lở đèo Khánh Lê.mp3,Du khách kể khoảnh khắc thoát khỏi đoạn sạt lở đèo Khánh Lê,"Xe dừng tại đèo Khánh Lê trên hành trình từ Nha Trang lên Đà Lạt, chị Võ Thị Chung cùng người thân quyết định đi bộ qua khu vực sạt lở, dù chân ai cũng bị nứt, chảy máu.",Thời sự
https://video.vnexpress.net/hop-long-cau-day-vang-dau-tien-tai-nam-dinh-4828391.html#vn_source=Detail_Video&vn_campaign=Box-InCategory&vn_medium=Item-18&vn_term=Desktop&vn_thumb=1&vn_aid=4828148,Hợp long cầu dây văng đầu tiên tại Nam Định.mp3,Hợp long cầu dây văng đầu tiên tại Nam Định,"Dự án cầu dây văng đầu tiên ở Nam Định hợp long sau hơn hai năm thi công, dự kiến tháng 3/2025 đưa vào khai thác, góp phần kết nối phía nam thành phố với trung tâm",Thời sự
https://video.vnexpress.net/trai-nghiem-ngoi-nha-ong-gia-noel-rong-2-000-m2-4831169.html,Trải nghiệm ngôi nhà ông già Noel rộng 2.000 m2.mp3,Trải nghiệm ngôi nhà ông già Noel rộng 2.000 m2,"Nhà ông già Noel rộng 2.000 m2, với nhiều bối cảnh trang trí bắt mắt, thiết kế giống như không gian cổ tích, thu hút đông các gia đình trẻ trải nghiệm.",Nhịp sống
https://video.vnexpress.net/hoa-si-50-nam-ve-tranh-nguoc-trong-chai-4809437.html,Họa sĩ 50 năm vẽ tranh ngược trong chai.mp3,Họa sĩ 50 năm vẽ tranh ngược trong chai,"Từ những chai lọ bỏ đi, ông Võ Tấn Thành, 74 tuổi, tạo nên các bức tranh bên trong, có thể nhìn thấy được cả hai mặt.",Nhịp sống
https://video.vnexpress.net/tai-hien-van-hoa-viet-nam-bang-3d-mapping-4823940.html,Tái hiện văn hóa Việt Nam bằng 3D mapping.mp3,Tái hiện văn hóa Việt Nam bằng 3D mapping,"Đông người dân, du khách theo dõi màn trình diễn ánh sáng nghệ thuật 3D mapping về văn hóa Việt Nam, được tái hiện trên trụ sở UBND TP HCM, tối 4/12.",Nhịp sống
https://video.vnexpress.net/trong-kieu-dem-o-mien-tay-4823217.html,Trồng kiệu đêm ở miền Tây.mp3,Trồng kiệu đêm ở miền Tây,"Thay vì ban ngày, nhiều người trồng kiệu ở huyện Tam Nông làm đất, xuống giống vào ban đêm để tránh nắng.",Nhịp sống
https://video.vnexpress.net/du-khach-do-ve-cao-nguyen-da-ngam-hoa-tam-giac-mach-4822340.html,Du khách đổ về cao nguyên đá ngắm hoa tam giác mạch.mp3,Du khách đổ về cao nguyên đá ngắm hoa tam giác mạch,Hàng trăm nghìn lượt khách đổ đến cao nguyên đá Đồng Văn để chụp ảnh khi hoa tam giác mạch bung nở.,Nhịp sống
https://video.vnexpress.net/30-nam-tao-tac-cay-sanh-phu-kin-mai-nha-4804490.html,30 năm tạo tác cây sanh phủ kín mái nhà.mp3,30 năm tạo tác cây sanh phủ kín mái nhà,"Từ hai cây sanh trồng trước cửa, ông Nguyễn Văn Chung uốn cành, tỉa lá, tạo hình chiếc rèm xanh mướt, bao phủ mái nhà trong suốt 30 năm qua.",Nhịp sống
https://video.vnexpress.net/xe-xoi-ghe-ban-800-phan-moi-ngay-4746102.html,Xe xôi ghẹ bán 800 phần mỗi ngày.mp3,Xe xôi ghẹ bán 800 phần mỗi ngày,"Bỏ nghề tài xế, anh Hồng Phú ở quận 6 tập làm món xôi ghẹ để kinh doanh, đến nay mỗi ngày bán được 700-800 phần, giá từ 45 đến 65 nghìn đồng.",Đồ ăn
